gene_name,index feature,mutual information
CMTM4,2098,0.03076527787403798
STIL,11212,0.03076303886811933
NOM1,7956,0.030751790823490624
LY6D,6694,0.030684264882271044
ARL13B,656,0.030682038576079824
KLHDC4,6095,0.0306739164370093
ZBTB7B,13016,0.030658136751685838
ATP5F1D,832,0.03063258609431594
COQ7,2224,0.030577736819697422
GOLT1B,5005,0.030558444737129792
HSPA8,5523,0.0305095431760009
EGFR,3104,0.03048674461415268
MIS12,7190,0.030439082981041192
ALG14,362,0.030439082981041192
TACC1,11397,0.030408557860006964
CUTC,2446,0.03035540198478936
STK40,11240,0.03033884819445514
ZNF165,13182,0.03030937362394589
SKP1,10524,0.030290535449208532
TRIP10,12194,0.03028987962171583
VEZF1,12698,0.030286038358764145
KYNU,6191,0.03025136979160782
CUL5,2441,0.030238130627679296
BIRC6,1060,0.030226189304548862
KIF21A,6047,0.03022602250186237
CNOT2,2126,0.030169276254645355
EPHB2,4109,0.030160602746340984
DSCR8,2940,0.030153517380255263
DNAJC3,2848,0.030134503559168458
RNMT,9973,0.03012765353826026
RB1CC1,9646,0.030108364129973447
TBL3,11506,0.030088220056691976
AP3M2,516,0.030065942440495874
ENSG00000259758,3681,0.030055159377083647
THAP1,11635,0.03002747559822582
NDUFB9,7760,0.02993422143680785
GFPT1,4866,0.02988726414479044
SRSF7,11134,0.0298864467037255
CRNKL1,2332,0.0298818272378763
NPR3,8001,0.02986923126953977
TMEM51,11909,0.029811415720939913
C19orf33,1232,0.02978806393230654
UQCRH,12573,0.029644905407869744
SPPL3,11058,0.02962645027162858
RNF34,9957,0.029604653343039786
TMED7,11776,0.029554444244944307
RMI2,9882,0.029550393714842475
SLC22A18,10568,0.02955028133455167
PRKACB,9162,0.02943453398524027
CCDC82,1555,0.02927664679207808
TMBIM6,11756,0.029258223883762625
ERH,4153,0.02922649589278371
STARD4,11193,0.029220152477957458
KIF15,6038,0.029220152477957458
SLC25A46,10611,0.029210574649271612
NUFIP1,8126,0.029120816797136136
NEK2,7798,0.02911565161889959
PHPT1,8664,0.029104613495678975
CSTB,2379,0.029094204994073537
MARK2,6887,0.029089818994735152
MGAT1,7102,0.02902790086051641
MMP13,7232,0.029025029254616436
SPP1,11056,0.028966780023744705
BRCA1,1120,0.028923190905946326
CLDN4,2038,0.02890660875411691
EEF1B2,3070,0.028853104402476563
NUP153-AS1,8135,0.028852869311335093
RAF1,9575,0.02883769961730653
NXF1,8162,0.02882371023460597
MTREX,7497,0.028821574051507926
RBM28,9679,0.028802030327069766
GINS4,4891,0.028776236653206756
TEAD1,11554,0.028773874313046365
UBAP2,12422,0.028767993776764297
NADK,7627,0.02873856651130608
KAT2A,5911,0.028715793819974404
MEIOB,7030,0.028709040842259795
HSBP1,5484,0.02868432989611385
SASS6,10164,0.028672722508858002
KPNA1,6141,0.028672722508858002
PCDH1,8428,0.028620980749348095
C11orf68,1199,0.028614994077061633
FAM98A,4386,0.02861339366943042
PINX1,8733,0.028571095270785205
WDR4,12820,0.028571095270785205
MUC1,7508,0.028535589905141524
CDCA7L,1701,0.02853093114212506
H2AC20,5207,0.02849731514538374
MYL6,7560,0.028423137264812236
ME2,6985,0.028419441159643156
CCDC68,1548,0.02839593597644393
GBE1,4816,0.028226707689074197
DDIT3,2597,0.028226684336472813
RGS19,9806,0.028221296246018643
ENSG00000259264,3672,0.02819576067641443
TUBGCP3,12352,0.02819576067641443
POLR2L,8960,0.028132690113356864
MCM6,6952,0.028120680572045666
CLPB,2072,0.028088616665678013
SPAG5,10991,0.02807138791453389
MICA,7123,0.028026907522216683
PAGE5,8323,0.027858492238628685
MSL1,7413,0.027830658433604515
ITGA2,5828,0.027737998196656573
BCL3,1015,0.027737337499430137
THUMPD2,11670,0.027729534365965293
TESMIN,11585,0.02771892636222155
SSR4,11154,0.02770254996990007
SOD1,10955,0.0275192419294159
ZBTB7A,13015,0.02750427368516966
SLK,10764,0.02749611094450348
COX6C,2253,0.027407304010998015
WASL,12788,0.027232685913481186
CFAP20DC,1869,0.02722703570369337
VAV1,12676,0.02706552645322487
MYO5B,7581,0.02706374105537491
EXOC3,4225,0.02706229019944018
NAA35,7610,0.027031309680037308
MIIP,7152,0.027004826671195706
NEDD8,7790,0.026932016927795364
TNFAIP8,11972,0.02692529323691349
TMEM161B-DT,11827,0.02689629066489093
H6PD,5230,0.026817360155028634
KIFBP,6065,0.02678850380453623
OGDH,8198,0.026739475312396642
TIMM13,11692,0.026674756381350848
DPAGT1,2901,0.02659680494782219
PIR,8741,0.02659680494782219
BICD1,1046,0.02654230855384352
DOK7,2894,0.02652470565321853
TFPI,11613,0.02652470565321853
FZD6,4727,0.02650721191823443
SRGAP1,11102,0.026499717928894672
GPR108,5052,0.02649944851864475
METTL4,7068,0.026498241971723256
PIGU,8704,0.026461578555131537
METTL26,7063,0.026458622045593908
GATAD2A,4806,0.026439907181825283
PSEN1,9269,0.02640450223119459
MRPS26,7389,0.026349919678811007
FTL,4687,0.026336222789747704
MUC20-OT1,7514,0.02632741204656834
DPP8,2918,0.02631179978342705
YTHDF3-DT,12963,0.026276075937797246
DYNLT1,3008,0.026241493179995197
LRFN4,6595,0.026224384883396956
NQO1,8006,0.026205295215520365
ENSG00000177764,3335,0.026112245257804
EHBP1,3110,0.026111919196843997
COMT,2195,0.025960380627747838
RAD18,9554,0.02594262314959697
WDHD1,12800,0.025866508927194862
LSG1,6658,0.02584573453634064
KHDC1,6003,0.02584573453634064
ATP13A2,813,0.025773987713009292
UTP20,12646,0.025756282981681297
HNRNPK,5441,0.025752151202032725
ENSG00000233461,3496,0.02569209204394656
TICRR,11680,0.025678085088293306
PPP1R14B,9058,0.025653055523091675
SPDL1,11019,0.02565167365029384
RNF7,9966,0.02562114373443021
PANK3,8348,0.02552167880977013
NDUFAF5,7745,0.025459809354630845
COQ6,2223,0.02544944205451214
SNRNP48,10897,0.025435673172936466
COX7B2,2257,0.025435673172936466
PRTFDC1,9257,0.025415817568828054
SHFL,10464,0.02536142751711864
L3MBTL2,6195,0.02528221851111115
INTS1,5743,0.02514736764561935
NACA,7623,0.025077555550712498
TRIM7,12189,0.02499773681444083
DBNDD1,2540,0.024951361422993257
RCOR1,9726,0.024894129595527746
METTL18,7057,0.02488404854199832
TMEM147,11814,0.024816429954096716
C3orf52,1297,0.0247997480136846
JADE1,5865,0.0246699033106519
ATP6V1F,864,0.024575765661169528
SRSF9,11135,0.02457523322309719
MT1E,7439,0.024530326371735623
BROX,1144,0.024508522152726746
PLEKHN1,8831,0.024459233578588722
POLR2I,8956,0.024444708867826598
DHODH,2712,0.024333291842717007
SPC24,11013,0.02427967526343859
LINC01503,6410,0.02427967526343859
SLC35A1,10650,0.024196091904151264
SLC25A51,10613,0.024184587949184516
NECTIN4,7785,0.02417484672183522
ZNF331,13273,0.024170116842356336
EPB41L5,4095,0.024170116842356336
LIG1,6304,0.02416844317487951
CWC22,2449,0.02412537648880131
NUP58,8149,0.02395001859336503
FBXO8,4481,0.023941243751422578
CEP89,1849,0.023936328216104027
TUBGCP4,12353,0.023926522889038
POLR3C,8964,0.023923195477793306
HELZ2,5323,0.023805507298693254
NECAP1,7780,0.02379151566014287
P4HB,8294,0.0237544352771388
CEP295,1832,0.023712542041136223
GNA11,4950,0.023645164344843206
TOE1,12016,0.023644402543649065
CHAF1B,1907,0.023573569744410508
BBIP1,978,0.023558140419606653
PAG1,8322,0.023545552948116007
CEP78,1845,0.023467253983648004
NFKB1,7843,0.023438247328727672
MYO5A,7580,0.02341352109507846
FANCD2,4393,0.023393271320701032
LRRC40,6627,0.023371263566207157
RABGGTA,9540,0.023338682127859528
L3HYPDH,6193,0.023325947277892268
FAM118B,4293,0.02326570782180043
EEA1,3063,0.0232557752859711
INTS8,5758,0.023231262352211172
MLH1,7212,0.023231262352211172
GLE1,4910,0.023208397700556993
SUMO2,11315,0.023133640861536638
RAB35,9510,0.02293284870788817
RAB3IP,9517,0.022879078338971216
KLHL21,6106,0.022855454852544976
NDUFS5,7767,0.022824997945223382
TFB2M,11604,0.022782266860764254
MT-ND4,7435,0.02276299525480832
P4HA1,8291,0.02271024136807466
PARP10,8377,0.02268684469841229
GPR180,5064,0.022626314536955884
TOPBP1,12040,0.022601466335472366
SCLY,10215,0.02256996379155264
ANKRD46,459,0.022513500063945778
ENSG00000187951,3361,0.022491767276897355
MZT2B,7597,0.022471331633628244
COX4I1,2246,0.022455749546608565
MBP,6929,0.022333981510463764
FGD5-AS1,4524,0.022303464231410552
NUDT16,8111,0.022252165296229823
SFR1,10396,0.02224753494014318
NUP35,8142,0.0222343692586933
NOL6,7951,0.022225407318547715
MAP1B,6808,0.0221778407515618
GLMN,4918,0.02217665866441173
RNF138,9913,0.02212939833297107
PGGT1B,8607,0.022112006896825742
TMEM87B,11933,0.02200776009953743
SNHG7,10885,0.02197292873383177
ITGB6,5843,0.021940520483531893
KATNA1,5918,0.02186627439954516
PTGR3,9358,0.02185473920613818
CEP350,1833,0.021828564465470032
RARS2,9623,0.021810759122097324
DDX50,2631,0.02172876301979288
SETD4,10371,0.021655093104445786
UFSP2,12519,0.021655093104445786
NHP2,7869,0.021626573322226436
KRT15,6165,0.021621532985690375
SLC4A1AP,10716,0.021618359046959787
ZCCHC9,13048,0.021591147663522717
ATG16L1,784,0.02159024458604815
ZNF85,13590,0.021532785086268286
ARL6IP4,673,0.021522566952787432
ASS1,754,0.02149779792770057
TAF3,11417,0.021477451991295624
TRAPPC13,12128,0.021422331006421255
B3GNT3,919,0.021422331006421255
RELB,9747,0.021419881924484713
ENSG00000258949,3666,0.021393878265353383
PABIR2,8299,0.021355133363045828
SAMD9,10142,0.021355133363045828
PHLDB1,8658,0.02134905507537667
ZNF276,13241,0.021321384940777524
AEN,226,0.021234724506248442
CEP290,1831,0.021190221738077396
ZNF268,13237,0.02115986281587367
OPA3,8214,0.021126723094452262
MCM8,6954,0.021113110158279092
CKAP5,2013,0.021083700387120204
SLPI,10766,0.02108353949328701
ATP5PD,846,0.021043526205258574
NSDHL,8055,0.020912094796919148
RNFT1,9968,0.020912094796919148
XPO5,12907,0.020853484841448097
SMDT1,10806,0.020849318960545815
DOLK,2895,0.020772207304774103
AMMECR1,397,0.020766466172205147
SNX9,10946,0.020689410600557408
NR2F2,8017,0.0206398109667693
SLC25A22,10589,0.02058452937849624
WRAP53,12878,0.020580640393676734
DARS2,2532,0.02057423519244253
CDC16,1666,0.02054874916320619
TMEM175,11836,0.020535824041847187
HMGN1,5414,0.020532888602370843
ZHX1,13122,0.020525520773055278
GDF15,4844,0.02047585558312659
HLTF,5395,0.020474617145706628
SLC25A43,10608,0.020467178465820433
CEP85,1847,0.02037056912430656
EID1,3122,0.02032182725467182
MT-CO2,7429,0.020309329125379076
ARPC3,697,0.02026245273892076
IBTK,5554,0.02026025115088683
VAMP7,12664,0.02026025115088683
NCAPG2,7684,0.02025332449478363
HPSE,5472,0.02025332449478363
DBI,2538,0.020239030774445853
PISD,8742,0.0202108569804094
ARMC6,682,0.020210341166713837
DGKZ,2700,0.020163226060683666
MAP2K4,6815,0.020130382727365954
ENSG00000235978,3519,0.02011974535132245
GPR89A,5074,0.020098098827248903
LARP4,6227,0.02008625335038548
KIF2A,6053,0.020068165388753414
MLLT10,7215,0.019964556410497998
PRDX6,9141,0.019961026887118642
STAG1,11179,0.01993567874014672
DDX11,2607,0.01982250777242008
DNAJB12,2822,0.019792900881215006
ARL8B,677,0.019749121144555033
MT1X,7441,0.019697614243508823
METTL6,7070,0.019677721054345253
OSGIN1,8252,0.01967537128447367
CBR4,1474,0.01965352990940212
ST6GALNAC4,11171,0.019643746525825453
ITGB1,5834,0.019585640550215652
HAUS7,5260,0.019579789684102324
GPX3,5089,0.019556619776689238
RANBP9,9598,0.01955372353345876
LBR,6242,0.01949075837716696
B3GNTL1,926,0.019470342244438867
ATAD5,766,0.019462729936192687
XPNPEP1,12903,0.01937200413841961
MRM3,7319,0.01934439787893491
SMC1B,10797,0.019335682268969433
GALNT3,4772,0.019333292046529157
PDHX,8512,0.01926173739904867
KLHL42,6117,0.019161002888979255
TGFBR2,11626,0.019103457030779633
ADIPOR2,201,0.019103457030779633
RAP2B,9607,0.019091364217106388
CAPN15,1400,0.019058983759312767
NUP155,8136,0.019040011430573836
RABEP1,9534,0.01903716845435687
ELP2,3211,0.019010123585009225
CCDC50,1541,0.01898970530398433
PPARG,9003,0.018835356815895522
ATP5F1E,833,0.018811091415866857
TXNL4B,12386,0.018738791799663833
CDC27,1674,0.018734751681587163
TGDS,11618,0.018688778392910138
SSU72,11156,0.01867925874140489
VCL,12683,0.01866783031623343
FBXW9,4489,0.01865045441786619
WARS2,12780,0.018645812682144384
TDP1,11548,0.01861507827464253
ALDH1B1,342,0.01857653222235576
EIF5AL1,3177,0.01854096353359704
DBR1,2543,0.018482503120922967
DNAL1,2857,0.018463348587701392
UHRF2,12531,0.018357911511143694
JTB,5893,0.01832188645891181
STX7,11283,0.01831360006962413
BANP,962,0.01830402090487933
C1GALT1,1241,0.01819784073318717
KYAT3,6190,0.018057282330502
RABL3,9545,0.018056715050835687
LBH,6240,0.018046285760886727
NR4A1,8022,0.01802058294660574
FBXO45,4476,0.018008940049686117
HPS3,5468,0.01797224234941669
LINC01588,6423,0.017966627626661628
ASB6,731,0.01793513985433997
SART3,10162,0.01793513985433997
SLC39A9,10695,0.017822412024356374
MBD2,6914,0.01774225343791955
RIN1,9855,0.017735915601556185
ZZZ3,13660,0.017673957139529684
ELP1,3210,0.017662138180426563
DTWD1,2956,0.017601353586087512
VPS26C,12729,0.017601353586087512
CASP3,1443,0.017601353586087512
NPM1,7996,0.017589874964799575
NUP153,8134,0.017526419649698876
ZNF706,13512,0.017511535255892465
RBM22,9673,0.01745947649838392
THUMPD1,11669,0.017362305954756317
C17orf75,1225,0.01731157745422582
PUS7,9418,0.017305718664316006
ARFIP1,589,0.017234218620981255
LINC01511,6413,0.017225567772499707
ELK3,3193,0.017125093071216367
MAP3K9,6836,0.017125093071216367
GTF2A1,5149,0.017034591171176
VCPKMT,12686,0.017012657534896343
TLCD3A,11723,0.01700516490654172
PARPBP,8388,0.016990382262327373
MRE11,7310,0.016988406775312114
OBSL1,8182,0.016961279511937058
GTF2H1,5156,0.016961192538876967
GNA13,4952,0.016948048426322915
MMP15,7233,0.0168665401812569
ILF2,5690,0.016866431682492675
NDUFB2,7752,0.016731211082075738
GMEB1,4940,0.016723384975989696
ESRP2,4185,0.016596276567447964
SLC25A44,10609,0.016579951848206594
UBE4A,12465,0.016490014150175963
LSM7,6670,0.016428477787575627
TYW5,12399,0.01636764242866759
BTBD10,1160,0.016357420458977555
MCM10,6945,0.0163435501300825
TRMO,12203,0.01632357850122028
GEMIN4,4852,0.016322131652502868
UACA,12404,0.01630815477522247
ETAA1,4192,0.01628996522339963
SMNDC1,10840,0.01628996522339963
ADNP2,210,0.01628198274718743
MACIR,6737,0.01628198274718743
CGN,1899,0.01621686272094308
KHDRBS3,6008,0.016147326355755838
AP4S1,522,0.016060418610438127
NAB1,7619,0.016011537440339743
COQ3,2220,0.016001465587478694
CLCC1,2023,0.01598373239757931
TMEM62,11917,0.015962868487999347
CDC25A,1670,0.0159562830734194
CCDC85B,1557,0.015953326610888677
ESS2,4188,0.015880260943543802
DNAJC25,2845,0.015848468660295198
OTULIN,8269,0.015801745719927436
TMSB4Y,11956,0.015801066048304932
C6orf120,1311,0.015789810995663643
QTRT2,9465,0.01578567600063739
TNNT1,12001,0.015765088239056164
LYST,6726,0.01574277472774456
CASC3,1436,0.015713419530732152
COX15,2240,0.015696604994917884
DCLRE1B,2565,0.015681828828728765
WDR76,12845,0.01566900435195037
RAP2C,9608,0.015647411794861142
MON1A,7263,0.01564619946697515
C21orf58,1275,0.015636867675719954
POLR1B,8940,0.015635053517505933
GTF2H3,5159,0.015631977988290503
FBXL3,4446,0.015628550857934704
CDC42EP2,1685,0.015628550857934704
PPP3R1,9101,0.015624885936014188
BTBD6,1164,0.01559843584264134
BRD8,1130,0.015596980382988158
CHD1L,1918,0.015553366623988159
MYL12B,7558,0.01554711050151521
GTPBP3,5177,0.015520968369713936
NRAV,8029,0.015502776173205873
SELENOI,10296,0.015462404173165155
LINC01116,6380,0.015427935065911627
WFS1,12862,0.015393597651487453
SPA17,10984,0.015313142792803752
ILVBL,5697,0.015301690107637655
WDR3,12814,0.015301690107637655
SLC39A11,10687,0.01528731340223546
EPAS1,4089,0.015281776181894031
FBXL13,4435,0.015248037939483719
OPA1,8213,0.015236877126982008
CD63,1648,0.015222603071895595
DIPK1B,2753,0.015177913422609199
LSS,6674,0.015151551476356759
EDF1,3055,0.015151163353274204
PRKAA1,9157,0.015147444775599817
ARHGAP27,604,0.01512189785760739
KTI12,6185,0.01511070917146316
TLE4,11729,0.01511038931255377
DPP9,2919,0.015075590455069999
STK38L,11237,0.015075590455069999
CAMSAP2,1384,0.015041673753691875
SLC41A3,10700,0.015019191516372557
ENSG00000268852,3848,0.015014631016524088
NEK1,7795,0.015005530603743766
SNAPC3,10865,0.014969034910748767
TENT4B,11573,0.01494060414129169
PPIL4,9025,0.014934846698842121
ARL14,657,0.01490304735269787
FSTL3,4683,0.014872931921356906
CCDC106,1492,0.014868215816527357
SESTD1,10365,0.014816691037886742
CREM,2317,0.014816691037886742
ZMYM5,13147,0.014776666782670145
SIRT6,10509,0.014761160762350439
FAM199X,4327,0.014761160762350439
TGFA,11619,0.014717804494597593
N6AMT1,7603,0.014688039310110028
ABCB7,27,0.01465659410191629
RIOX2,9864,0.01465074122819194
CHAMP1,1908,0.014589627063892718
SOX12,10967,0.014569023632948656
NUP98,8155,0.014526159754019972
CEP164,1824,0.01451719851364264
PLEKHF1,8818,0.0144976248161902
ADCK5,176,0.01447525340278227
GUF1,5187,0.01447525340278227
ACAD9,82,0.014462936280278189
ACTR3B,139,0.014414069670151668
OSMR,8254,0.014375177675884414
RNF25,9954,0.014354078195318754
MIOS,7161,0.014335231344119456
HDHD2,5298,0.014318194291317993
TYW1,12397,0.014318007235595492
WDR53,12831,0.014316968353305995
GNB1L,4964,0.014262202278484435
CSNK2A2,2369,0.014225525301210414
RRP8,10048,0.014213785774884163
HID1,5357,0.014205417581781527
ABCD3,37,0.014191369226943078
FGF13,4529,0.014160193643122918
CEP63,1840,0.014102924561107559
IKBIP,5652,0.014073069649340828
SNX24,10933,0.014037421372021595
TOR1AIP1,12043,0.014037421372021595
FARS2,4405,0.01403629719683809
TRMT1,12204,0.01403620748206525
LRP12,6604,0.014025598366372634
PCK2,8452,0.014018029005090991
ENSG00000129282,3288,0.01399647315266598
CDC40,1679,0.013873169647012448
KLHL18,6103,0.013847387641231067
C6orf136,1313,0.013839093937772363
KCTD10,5956,0.01382701148063497
UBLCP1,12474,0.013825455206076656
THOC1,11658,0.013782481958726542
CYP20A1,2488,0.013772444129343898
SMIM5,10833,0.01375657922836978
WAPL,12777,0.013739638146892125
MKNK1,7201,0.013724242941724404
RPAP3,9999,0.013685751578107534
SPHK1,11030,0.013659255992394096
MAP3K8,6835,0.01363004898972674
CEP72,1843,0.01362185288085619
ARMC8,684,0.01361601399280839
SMAD2,10773,0.01361601399280839
ELK1,3192,0.013612051347827586
COP1,2197,0.013612051347827586
THAP2,11639,0.013581660985150523
UTP14A,12642,0.01355376552519506
AKAP8,313,0.013489111852517562
ANAPC4,416,0.01346589398610325
SLC29A1,10626,0.013445129944580532
CCNG2,1593,0.013411185400510565
PMS1,8882,0.013353781703070534
DOLPP1,2896,0.013352640044299025
ERI1,4154,0.013350297745361742
IFT52,5622,0.013342492057921006
CTDSPL2,2399,0.013324218840676558
PHTF1,8666,0.013292424947172633
PLEKHA5,8812,0.013252930120838276
SMAD5,10776,0.013226153852047916
DDHD2,2594,0.013220345055485864
OGG1,8204,0.013192569675139886
BCAT1,1001,0.0131682644917928
ANKRD49,460,0.013135934978603658
ALCAM,337,0.013116248271110121
GALNT7,4775,0.013085112409391957
VPS37A,12738,0.013077417014096943
MMP7,7239,0.013073845342704123
ZFP91,13105,0.013012747837929828
BARX2,965,0.01295663104693319
MBD1,6913,0.01295524368284598
TMC5,11759,0.012933429040813123
KCNK1,5939,0.012903612327516488
MARCHF6-DT,6882,0.012892049783416733
UPF1,12553,0.012877810047467256
IRS2,5809,0.01286349551286
CDKN2C,1757,0.012853394511846177
RASAL2,9628,0.012712303751209703
HAUS3,5256,0.012697057086778908
ARMT1,692,0.012659960209339332
TATDN2,11459,0.01262481879693696
PCBP2,8424,0.012614805833805795
BLOC1S6,1070,0.012592660162027047
BCKDHB,1006,0.012530943505531612
UGCG,12520,0.012482725306416274
TCHP,11535,0.012481674677103108
SOAT1,10947,0.012460313258863348
TOMM40L,12028,0.012445516984697279
KITLG,6072,0.012413138068742124
TRAPPC6B,12137,0.012398128768905697
AGO2,258,0.012367317802429584
S100A6,10120,0.01236493176781103
MTO1,7491,0.012338803669359716
TAF9B,11426,0.012330705331066838
PXMP4,9432,0.012330705331066838
SLC39A6,10692,0.01229374831505806
HOOK1,5452,0.012289145394845713
DHX16,2726,0.012280887221014187
USP38,12617,0.012265355649293468
DCUN1D4,2584,0.012220320393921506
CLPX,2077,0.012206103003617283
SLC5A6,10725,0.012206103003617283
ZNF639,13470,0.012206103003617283
GOLPH3-DT,5002,0.01220090418091889
B4GALNT4,928,0.012192612235467568
ALKBH3,372,0.012157341961338892
POLG,8929,0.012148986313113466
WIZ,12868,0.012148986313113466
LY6K,6699,0.012145776764825578
RTN2,10079,0.012140962011111183
TMEM65,11922,0.012132597870202076
SPRYD3,11069,0.012119380118569577
DUS4L,2967,0.01210473104156359
CUL2,2437,0.012076690740632404
FKBPL,4581,0.01207249958915925
CHST12,1969,0.012066130764888959
STX12,11271,0.012065181140576045
FBXO28,4462,0.012039055635441658
MICAL3,7126,0.012034408959271183
RDH13,9731,0.012007469582724958
IQCB1,5776,0.011969644916091461
MXD1,7530,0.011969644916091461
HENMT1,5325,0.011961396073321636
CSPP1,2372,0.011961374323498617
TASOR,11455,0.011961374323498617
DUSP5,2981,0.011949194272106917
SOCS6,10954,0.01193804897517639
VTA1,12766,0.011934495627650782
ZNF766,13537,0.011889123523799183
MFSD14B,7090,0.011880960135742146
NUTM2A-AS1,8159,0.011871759262197846
CXorf38,2465,0.011871759262197846
CEP41,1834,0.011834853708785061
ATG4D,792,0.011794269506079095
NOP2,7963,0.011734594470627021
TIMM21,11695,0.01168037985219817
IL6,5682,0.011680218963084053
AP5M1,524,0.011677250089170085
IQCD,5778,0.011671370904510717
FXR2,4712,0.011660046717355991
PCF11,8444,0.01164826974558137
METTL8,7071,0.011631550153654555
SGMS2,10415,0.011619725521985737
POFUT1,8909,0.011619725521985737
CDK11B,1721,0.011614001728796314
PCYT1A,8478,0.0116034842157428
PRMT6,9193,0.011546764355488837
CCSER2,1615,0.01154509883388084
USP4,12619,0.011535350645484162
TGFB2,11622,0.01150094079030287
HK1,5381,0.011472792800626463
SPTLC2,11081,0.01146415565329523
SETD7,10374,0.011448865277343744
CLP1,2071,0.011444228550754207
CSRP2,2376,0.011406365830632221
TRIP4,12198,0.011401511566886825
TAF13,11410,0.011388628307464996
SLC4A7,10720,0.01135267123876919
PPTC7,9118,0.011304210597259081
DNAH14,2809,0.011292475448571551
TTPAL,12333,0.011276202267283316
ADAL,153,0.011263937389501155
COG2,2161,0.011233017394887357
MFSD11,7086,0.011233017394887357
TACSTD2,11401,0.011231753680522202
CARNMT1,1430,0.011220929065449772
IMMP1L,5698,0.011213281406962778
TJAP1,11714,0.0111791278713488
RYBP,10109,0.011123016108524775
PLS1,8857,0.011101967399012279
AP1G1,500,0.011092955303882535
ZNF567,13410,0.011076728343317629
DDN-AS1,2600,0.011058337882641746
R3HDM1,9468,0.011058174430202669
NOP9,7967,0.011058174430202669
KMT5A,6134,0.011058174430202669
DNAAF10,2802,0.011050828112302662
MOSPD1,7277,0.01103247090153111
SPTLC1,11080,0.011024111177262982
SMAP2,10782,0.011007910169480464
ERLIN1,4161,0.011007910169480464
AP3B1,513,0.010984027763416056
RANBP2,9595,0.010983220684998476
DDX28,2618,0.010979378982488956
METTL16,7055,0.010971401218333229
AHCTF1,272,0.010971401218333229
CPLX1,2270,0.010971401218333229
PPP2R1B,9087,0.010945241582454156
TRMT61B,12219,0.010920787716354647
FAM86C1P,4378,0.010919657609313831
CHERP,1929,0.010919378949117948
C18orf21,1226,0.010908730299107477
MMS19,7241,0.010908679275197244
DNM1L,2867,0.010905443086815937
STRN3,11262,0.01090236835600588
NSUN4,8069,0.010888865157282365
CEP152,1822,0.010872122595254614
TFAP4,11602,0.010856855570441536
CCNE1,1589,0.010851528729159024
TRMT13,12211,0.010822493464507102
OXSR1,8281,0.01081862125124083
PITX2,8754,0.01079457800059019
MKRN2,7204,0.01079457800059019
DDX51,2632,0.01076431716143432
RIOK2,9862,0.010756977848545804
UBE2W,12459,0.010751129161380553
CUL1,2436,0.010739976210415017
TEAD4,11557,0.010739200004283533
SMU1,10849,0.010739200004283533
TRMT5,12216,0.010728021478277412
INTS7,5757,0.010707302129070426
SLC9A1,10741,0.010701193617508889
DNAJB9,2829,0.010696804852870848
PABIR1,8298,0.010685001242857022
RANBP3,9596,0.01068408996359703
WDTC1,12856,0.01067847617838575
EXOSC6,4242,0.010668407268678924
NECTIN1,7782,0.010662169540802922
SPAG4,10990,0.010661939920917227
GPKOW,5045,0.01065705852747292
PDGFC,8507,0.010600026921475509
TLK1,11732,0.010600026921475509
MAT2B,6902,0.010584516332276198
LDAH,6258,0.010580298453993314
ABR,71,0.010577598069052247
GINS3,4890,0.010576685603463126
FAR1,4401,0.010576685603463126
MAP7D2,6850,0.010565751738325049
NUCB2,8100,0.01052909113543173
DLG1,2768,0.010516503631953663
OGFOD2,8200,0.010507709755610245
SFMBT1,10393,0.01048081340576116
KDM5A,5989,0.010478960114822449
TOM1L1,12021,0.010478960114822449
TCTN1,11545,0.010478960114822449
CNOT10,2124,0.010450637314684937
MARVELD2,6893,0.010450637314684937
TTI1,12321,0.010442908910628535
TMEM267,11887,0.010442908910628535
ADM,205,0.010433149360686157
RC3H2,9711,0.01042087092980961
E4F1,3028,0.010418021259677213
TRNT1,12223,0.010380714611080102
RSBN1,10054,0.01037159530399795
UBE3B,12462,0.01037159530399795
COX10,2237,0.010337254203661307
CRIP2,2321,0.010327205358678494
CORO1A,2228,0.010283642913745065
HPDL,5462,0.010269175553902072
ZCCHC7,13046,0.010267488373518513
DUXAP9,2988,0.010241548829132401
SLC7A6,10736,0.010240876369231017
TSPAN12,12257,0.010240876369231017
TMEM150A,11820,0.010218285287135347
KLHDC10,6092,0.01021026070816998
NR1D1,8009,0.010209247778990516
USP15,12595,0.010206753604438762
POLE,8925,0.010198462300844119
PEX14,8571,0.010187815479832687
SETD9,10375,0.010181399713469947
ZBTB11-AS1,12984,0.010180053324015476
TMEM234,11870,0.010160764613648673
WDR59,12834,0.010159393371465195
LAS1L,6233,0.010136164759588128
GMPPA,4946,0.010133110891286677
SMG1,10807,0.0101301882467109
GALNT2,4771,0.010052942198254752
RPRD1B,10020,0.010027615985946675
RAPH1,9616,0.010024276119815524
CTSV,2425,0.010005595272323968
ELAC1,3181,0.009995949651374587
STPG1,11253,0.009981602883005272
KIF3A,6055,0.009948049879845274
KLF7,6089,0.009945439996303356
STAG2,11180,0.009945439996303356
AGAP1,243,0.009932563067558596
ADCK2,175,0.009892664435248572
RAP2A,9606,0.009892664435248572
ULK1,12535,0.009879839342127772
LINC00910,6363,0.009875429694749388
EID2,3123,0.009864889213608886
CCNG1,1592,0.009845134865999913
TAB2,11395,0.009844375198002471
BCL10,1008,0.00983618396822888
ORMDL3,8232,0.009822971646884171
PEX26,8575,0.009814195868758445
GPATCH2,5026,0.009806855622661738
